-0.2479656,-0.1671973
-0.2445381,-0.1811544
-0.2748689,-0.1803382
-0.2748682,-0.1803417
-0.2505496,-0.1815572
-0.2451346,-0.1681307
-0.2542245,-0.155044
-0.2590519,-0.1495725
-0.2535722,-0.1606673
-0.2605076,-0.1588409
-0.2618425,-0.1455425
-0.2462597,-0.1634706
-0.2556113,-0.1563943
-0.2463282,-0.1582864
-0.2534126,-0.1645911
-0.2589236,-0.1527025
-0.2503057,-0.160924
-0.2540212,-0.1372334
-0.2478776,-0.1273474
-0.2462706,-0.1454324
-0.2541357,-0.1547529
-0.2574338,-0.140453
-0.2577118,-0.1370719
-0.32525,-0.1868833
-0.6602039,-0.3069796
-1.334713,-0.6360279
-1.386697,-0.6433499
-1.395403,-0.6495894
-1.411677,-0.6539349
-1.412521,-0.6646943
-1.429243,-0.6762586
-1.429982,-0.6780275
-1.437791,-0.6748218
-1.427425,-0.6734322
-1.422117,-0.6693428
-1.386125,-0.6776108
-1.065932,-0.3301513
-0.6638778,0.06018414
-0.453676,0.3208293
-0.3780926,0.3298963
-0.3869967,0.3099682
-0.4068654,0.3058672
-0.3902332,0.3165303
-0.3884347,0.3243077
-0.3837297,0.3061192
-0.3965833,0.3113626
-0.4087111,0.3218846
-0.4197963,0.3154558
-0.4060657,0.3290172
-0.4049712,0.3385295
-0.4016718,0.3192999
-0.4223616,0.316039
-0.3946564,0.3127387
-0.4082248,0.3044073
-0.4117036,0.3088358
-0.4226172,0.3107608
-0.46136,0.3020606
-0.3942506,0.3072487
-0.4069455,0.3125983
-0.410521,0.3060576
-0.4051813,0.2960053
-0.4042152,0.2935858
-0.4071465,0.2815101
-0.3886718,0.290886
-0.3898932,0.290198
-0.3968927,0.2926016
-0.3938702,0.3044462
-0.4973675,0.2505841
-1.620495,-0.3867813
-1.850963,-0.5859608
-1.898524,-0.6003298
-1.895804,-0.6336671
-1.886044,-0.6279861
-1.878673,-0.6494799
-1.887654,-0.6128078
-1.867679,-0.6159971
-1.899204,-0.6440119
-1.906973,-0.6180409
-1.892932,-0.6201243
-1.919972,-0.6317986
-1.932126,-0.6358767
-1.917861,-0.6284094
-1.911531,-0.6302648
-1.90654,-0.6302999
-1.902212,-0.613138
-1.89984,-0.6097329
-1.902734,-0.61833
-1.909699,-0.6058015
-1.910538,-0.6154972
-1.890892,-0.6211958
-1.658445,-0.5027963
-1.250419,-0.1060527
-0.8758966,0.232866
-0.7295874,0.3119108
-0.7281256,0.3306911
-0.734601,0.3435587
-0.7343803,0.3436171
-0.7288191,0.3408217
-0.7354037,0.3380972
-0.7171013,0.3359519
-0.7379878,0.3430918
-0.7276143,0.3273661
-0.726884,0.3315161
-0.7272388,0.3415047
-0.7264066,0.3310128
-0.7256534,0.3345584
-0.7135473,0.3606747
-0.7229641,0.3456668
-0.7262493,0.3446232
-0.7152022,0.3565207
-0.710256,0.3567216
-0.7148297,0.3616675
-0.6986279,0.3656434
-0.6998894,0.3619747
-0.6998715,0.3619769
-0.7012794,0.3537643
-0.700264,0.3693159
-0.7044418,0.3595022
-0.6994523,0.357803
-0.7030976,0.3644589
-0.7048029,0.3593388
-0.7020085,0.360779
-0.7039597,0.3669721
-0.7045548,0.3583139
-0.617011,0.474211
-0.6292644,0.4676259
-0.6382732,0.4577079
-0.6334333,0.4503912
-0.6482435,0.4569698
-0.656172,0.4478807
-0.6351545,0.476347
-0.6332539,0.4657999
-0.6365858,0.4588613
-0.6638386,0.4744968
-0.673362,0.4701879
-0.6634547,0.4687645
-0.6670263,0.4726722
-0.629871,0.4547443
-0.6516163,0.4659474
-0.609204,0.4598045
-0.6152697,0.4724931
-0.6224339,0.4675311
-0.621164,0.4659868
-0.6194187,0.4588504
-0.664435,0.445858
-0.6570034,0.4468228
-0.6627018,0.4379308
-0.6319945,0.439316
-0.6402508,0.4342648
-0.6363175,0.4270901
-0.6931854,0.6392143
-0.6874117,0.6762478
-0.6617923,0.7002358
-0.6679002,0.6901314
-0.6963373,0.7067839
-0.6833515,0.7029247
-0.6723799,0.7074667
-0.6687884,0.7026429
-0.6687748,0.7026998
-0.6598917,0.6991399
-0.6662005,0.6871642
-0.665742,0.700563
-0.6631715,0.694297
